Id;Sentiment;Text Tweet
1584;negative;ingin kan hal yg baik tetapi belum tentu semua itu sesuatu yg diharapkan? #moreppie #hitamputihT7
1585;negative;ga tau kenapa semua menjadi buruk ketika kau pergi #moreppie #hitamputihT7
1586;negative;#HitamPutihT7 udah sodok ajah bu haha #TributeToWanitaIndonesia
1587;negative;butuh ketegasan dari pihak masyarakat dan pemerintah kita butuh tindakan bukan hanya ngoceh di medsos #HitamPutihT7 #PollingHitamPutih
1588;negative;hidup itu harus dijalanin bukan dipikirin #hitamputiht7
1589;negative;Pemimpin itu adalah pribadi yang dikorbankan #HitamPutihT7
1590;negative;Hidup ini dijalanin, bukan dipikirin. Mongol Stres #hitamputiht7
1591;negative;#HitamPutihT7 Demo gak akan nyelesaikan masalah, harusnya bermusyawara ajha #HitamPutihT7
1592;negative;#hitamputihT7 bayangkan kalau seluruh konvensional akan buat online dimana pengusahanya tdk perlu bayar apa2. yg perorangan pasti kalah
1593;negative;lebih enak taksi konvensional, kalo kita kepepet ada taksi yg lewat langsung, kalau nunggu yg online lama. #HitamPutihT7 #OnlineVsKonvension
1594;negative;#hitamputiht7 apakah ada hal kaya gini di negara lain ? Intinya saya gk setuju usaha kaya gini #OnlineVSKonvensional
1595;negative;Gak punya Gadget, mahal, nipu / gk jelas argonya sering argo kuda dan gak aman pake konvensional #hitamputihtrans7
1596;negative;Hidup itu pilihan, jangan pasrah dengan keadaan
1597;negative;#HitamPutihT7 Gawat darurat tetangga menembaki dg sengaja kucing2 disekitar rumah #komplekrumahelitbandung
1598;negative;miris sekali liat keadaan hewan yg di aniaya, #HitamPutihT7 #hpsayangbinatang
1599;negative;hanya membicarakan permasalahan orang lain, memalukan
1600;negative;dedy sombong nya keteraluan
1601;positive;Suka banget nonton #IndonesiaLawyersClub bisa menambah wawasan, bisa belajar cara membicarakan suatu masalah, keren @ILC_tvOnenews
1602;positive;ngakak, mantap dah pokoknya seru
1603;positive;RINDU ILC INDOBESIA LAWYERS CLUB DI TVONE
1604;positive;Indonesia Lawyers Club merupakan program talkshow paling ditunggu pemirsa tvOne, yang membahas topik2 terkini #9TAHUNTVONE
1605;positive;Selalu kagum dengan Buya Syafii Maarif - ILC tvOne https://youtu.be/gPXSkLtAL5Y
1606;positive;Saya punya Panglima yang membanggakan, ILC tvOne https://youtu.be/tR2tN1u7eAw
1607;positive;Rating Indonesia Lawyers Club TV One Langsung Melesat #tvone #setelah411
1608;positive;Sejuk kalo ILC itu kayak gini obrolannya - ILC tvOne
1609;positive;semuanya nonton tvOne, Indonesia Lawyers Club yuk
1610;positive;Belajar cara berdebat di bidang hukum #ilc
1611;positive;Selamat tayang kembali Indonesia Lawyers Club tvOne
1612;positive;Ini yg bikin adem Hati.. Aa Gymnastiar #ilc
1613;positive;Ikhlas itu melepaskan dan mendoakan.. #ILC
1614;positive;Bang @karniilyas cerdas ... #ILC hebat
1615;positive;pak Ustadz. keren banget.. #ILC
1616;positive;#ilc saatnya damai bersenandung
1617;positive;Saatnya Damai Bersenandung #ILC dan Pemecah Belah Umat Beragama Dimusnahkan
1618;positive;Semoga makin paham seperti apa sejatinya rupa Indonesia #ILC
1619;positive;ILC malam ini adem #indonesialawyersclub
1620;positive;Indahnya ILC malam ini, semua pemuka agama saling rangkul dan setuju untuk meninggalkan kasus ahok yang merusak keselarasan bangsa #ILC
1621;positive;Setuju banget sama bapak ustad #ILC
1622;positive;Top banget Utadz Zaitun Rasmin #ilc
1623;positive;Yuk tonton TVOne selalu menyajikan berita2 obyektif #TVOneSllDihati
1624;positive;#ilc,,, polmart memang bijaksana
1625;positive;Rakyat mendukung KPK usut tuntas kasus e-KTP @karniilyas #ILCTVOne
1626;positive;Acara televisi yang sangat saya suka #ilcTvOne
1627;positive;ga sabar nunggu 2019!!! #ILCTvOne
1628;positive;semangat dan sehat selalu pak karni penonton setia menunggu ILC tayang kembali @karniilyas #ILCtvone
1629;positive;Adem dengerin nasehat dari Aa gym semoga sehat slalu dan dalam lindunganNYA #IslamJagaNKRI @GeneralGatot #ILCtvone
1630;positive;sangat banyak ilmu yang bisa kita serap di #ILCTVONE semalam, menyejukan
1631;positive;#ILCtvone bangga kepada #PANGLIMATNI #JendralGatotNurmantyo
1632;positive;Salut dengan komitmen Pak @GeneralGatot , tegas, berwibawa, inilah Jenderal sesungguhnya. #ILC411 #ILCtvone
1633;positive;Hormat jendral... #ilctvone #keren #nextpresiden2019
1634;positive;Aa gym.... Menyejukan mental dan jiwa #ilctvone
1635;positive;Terimakasih buya Syafii @maarifinstitute . Bangga dg kejernihaannya #ilctvone
1636;positive;Penjelasan Kapolri jelas dan tegas. Barakallahu. Mari buka hati #ilctvone  #JagaNKRI
1637;positive;jika kita memiliki kasih,  seharusnya saling memaafkan jika ada org yg sudah mau minta maaf, itu baru keren, salut. #ilctvone
1638;positive;#Ilctvone @jonru @hafidz_ary @AHMADDHANIPRAST sampe diketawain, krn awalnya kalem, diujung keringat dingin matanya merem asli lucu
1639;positive;Ahmad Dhani ngomong Pasti seru ini.... #ILCTVOne
1640;positive;Mendengar pendapat pak hasim muzadi sangat menentramkan, keren #ilctvone
1641;positive;Salut dan hormat utk bang jhonson panjaitan lugas dan masuk akal... #ILCtvone
1642;positive;Kompak dan sama  pembelaan antara BNN n Polisi...  #ilctvone
1643;positive;Keren kali abang pengacara botak ini #ILCTvOne
1644;positive;Jokowi ini org betul2 soleh.. hendropriyono #ilctvone
1645;positive;Top n mencerahkan prof @mohmahfudmd ..! #ilctvone
1646;positive;Media dukung Ahok karena pendapatan iklan dari korporasi juga besar. #ILCtvone
1647;positive;@ILC_tvOnenews keren bikin melek #ilctvone
1648;positive;Salut sama pak Darmawan Salihin...  #ILCTVONE
1649;positive;semga ilc tetap jadi memberikan informasi yang benar
1650;positive;acara debat yag hebat, keren #ILC
1651;negative;Yang di tunggu bukan tvshow tapi INDONESIA LAWYERS CLUB. TVshow tidak cocok dengan karakter siaran tvone!
1652;negative;Indonesia Lawyers Club TvOne malam ini sepertinya batal tayang lagi. memalukan Rezim ini terlalu sakit, sehingga takut http://fb.me/18pYNAcs
1653;negative;Potensi teroris sangat besar. Jangan bikin pernyataan yg memberi peluang pd teroris #ILC
1654;negative;Indonesia banyak masalah tp gak ada sikap tegas dr pak presiden, ditanya di demo malah sibuk pencitraan & upload video gak penting! #ILC
1655;negative;Kalau melihat acara #ILC Membidik Habieb Rizieq, Habieb ga perlu pulang ke Indonesia. Ga penting. Ga mutu.
1656;negative;@Busyro_Muqoddas : Minoritas ekonomi kuat menguasai Mayoritas Ekonomi lemah, tidak pernah dibahas, inilah sumber radikal, miris #ILC @karnii
1657;negative;sekali lg mengingatkan @aniesbaswedan untuk jaga jarak dg Islamis radikal jika tak ingin melihat bangsa ini hancur. #ILC
1658;negative;omongannya ga menarik. ga berisi. #ILC
1659;negative;Anis difitnah katanya dia... #ILC
1660;negative;Sebuah pertanyaan kepada metromini utk dijadikan metronome yang dibentuk oleh kemacetan yang cukup padat di berikan oleh putra petir. #ilc
1661;negative;buat para pembela AHOK, Cek cara berpikirnya, masa kalah sama ANAK SD. #AhokHarusDipenjara @ILC_tvOnenews #ILC
1662;negative;@MataNajwa kok kayak provokatif ya pembawa acaranya. Beda kelas dg #ILC @ILC_tvOnenews
1663;negative;Saya pribadi tdk suka dgn acara Mata Najwa dan ILC, tdk menyelesaikan masalah kayaknya. #matanajwa #ILC
1664;negative;Benarkah kebohongan yang diulang-ulang... #iLc
1665;negative;Diracun dengan pujian.. #ILC
1666;negative;males nonton, Topik #ILC ga kekinian.
1667;negative;Meskipun kebohongan itu lari secepat kilat satu waktu kebenaran akan mengalahkannya #ILC
1668;negative;org yg namanya tampang Nabi tp hati Iblis, sesuai dgn pernyataan pengacara Nazarudin #ILC
1669;negative;"para pejabat sedang sibuk membicarakan ""HAK ANGKET"", #ILC tv0ne http://fb.me/2RGmoq4cL"
1670;negative;saya paham bahwa saya gagal paham...  #ILC
1671;negative;ngomong segitu panjang, gak dapet maksudnya mau apa... #aneh #ilc
1672;negative;Sumpah liat mukanya #FahriHamzah di #ILC pengen gw lempar pake sepatu,, nyebelin bgt
1673;negative;Percuma pak. fahri dower itu masih sakit hati sama KPK. #ILC
1674;negative;DPR TERUSIK,, KPK DIBIDIK #ILC
1675;negative;@ReflyHZ Ajarin dewan ttg hak angket !!! #ILC
1676;negative;Saya rakyat, tp saya jg kadang ga seneng lihat cara nya yg superbodi, kok kyknya tebang pilih jg.. #ILC
1677;negative;#ILC merajut jakarta kembali setelah tercabik cabik karena kepemimpinan masa lalu
1678;negative;@karniilyas maksudnya, cinta akan uang adalah akar kejahatan #ILCTVOne
1679;negative;Makin hari makin geram ngeliat tingkah laku dan akhlaq oknum yang mengatasnama kan ISLAM #ILCTVONE
1680;negative;Pembohongan publik itu, ketika rambut udah putih beruban tapi di cat hitam #ilctvone
1681;negative;#MataNajwa meskipun beda kelas sm #ILCTVOne knp masih bebas tanpa pembatalan, Tanya kenapa?????
1682;negative;"Nonton ILC tokoh betawi bilang, org betawi itu gampang intinya, ""bacot lu jaga.."" jadi itulah intinya.. #ilctvone"
1683;negative;"Merajut kembali Jakarta? Gampang kok. ""Bacot lu jaga"" #ILCTVOne"
1684;negative;buya safii maarif yg lebih tua kalah bijak dari nasihat bung eep yg jauh lebih muda #ILCtvOne
1685;negative;Merampas hak dasar sebagai manusia harus batal demi hukum #ILCTvOne
1686;negative;Pihak polisi kasihan jadi terlihat sangat bodoh berhadapan dengan argumentasi hukum dan pakar IT #IlcTvOne
1687;negative;itu bapak Abi Manyu kasian.... beliau tidak paham WhatsApp, miris #ilctvone
1688;negative;Bintang #ILCtvOne pun muncul #AaGym Tidak ada partai atau tokoh manapun yang sanggup menggerakkan orang http://fb.me/2WDYOkqZU
1689;negative;Menghimbau jangan terprovokasi, tp memantik kebencian.. Tidak meneduhkan tp membuat mendung.. #ILCTvOne
1690;negative;Tindakan anarkis pada saat aksi bukan oleh pendemo #ILCTvOne #SaveHmI
1691;negative;Sepenting apapun itu, ingat kita akan mati, seram #ILCtvone
1692;negative;siapa lagi? ketua preman pasar ikutan ngomong, memalukan #ILCtvone
1693;negative;jgn krn cuma jaga moral dr konten porno, negara ini darurat radikalisme, mau tunggu perang kyk di suriah baru kpi sadar? #ILCTVONE
1694;negative;kami butuh fakta bukti bukan hanya ngomong kebohongan #ILCTVOne
1695;negative;Kasian ya yg bapak2 berpeci pake batik merah tadi air mata nya dikeluarin cuma krn ahoax #miris #ILCtvone
1696;negative;Syaiton itu musuhmu, jgn dijadikan sbg teman Manusia bs kesetanan, tp setan tdk bs kemanusiaan... #insyaflahwahaimanusia #ILCtvone
1697;negative;#ILCtvone mendengar cerita bu marwah aku merasa bodoh, memalukan
1698;negative;#ILCTVONE ini bang gaya nya benar2 pemikiran liberal miris sekali
1699;negative;Sesat pikir para pengamat #taxamnesti #ILCtvone
1700;negative;berbicara kelamaan ribet #ILC
1701;positive;ih lucu, mas kick andy nya senyum2 aja
1702;positive;nonton pak hasan Merkids di kick andy sangat menginspirasi salut pak hasan
1703;positive;cara Ubah Mimpimu Jadi Tindakan Kick Andy
1704;positive;Kickandy gokil #kickandy
1705;positive;Terima kasih sudah menonton acara #kickandy eps ubah mimpimu jadi tindakan, semoga bermanfaat
1706;positive;Temukan lentera jiwamu #kickandy #mahasiswaum
1707;positive;Agung.. Saya akan undang lagi.. Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy
1708;positive;PARA MUSISI YG MENGGELORAKAN SEMANGAT NASIONALISME DAN KEBHINEKAAN UNJUK GIGI #KICKANDY NKRI HARGA MATI...
1709;positive;Anak2 mulai berimajinasi. #kickandy
1710;positive;CARA GILA MENDAKI GUNUNG #KickAndy Luar Biasa Mantap Jiwa
1711;positive;sayangilah alam niscaya alam akan menyayangimu #kickAndy
1712;positive;mantan narapidana pun dirangkulnya untuk dicarikan pekerjaan untuk menjalani hidup yg lbh baik lagi
1713;positive;Agung @eevnxx mampu membuktikan sebuah karya yg mengagumkan bisa dihasilkan dgn belajar scr otodidak
1714;positive;Salah satu kejadian yang membuat penonton tertawa saat agung hapsah muncul #KickAndy
1715;positive;Agung akan diundang  Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy
1716;positive;Jatuh lalu bangkit Untuk membantu sesama #Kickandy
1717;positive;Rasa bangga itu ada setelah saya bs menyumbang karya kecil buat NKRI Ronny #KickAndy patut acungi jempol
1718;positive;Sahabat Gimbal Alas, nanti malam jangan lupa ya nonton #KickAndy Cara Gila Mendaki Gunung ala Cak Tarpin
1719;positive;Hanya orang takut yang bisa berani, karena keberanian http://ekhs7903.m.nomor1.com/ekhs7903/menulis-adalah-kesenangan-saya.htm … #kickandy
1720;positive;#kickandy Anda hanya dekat dengan mereka yang Anda sukai. Dan Anda menghindari orang yag tidak Anda sukai
1721;positive;Anak 16Th yang berfikir dewasa mampu mampu membiyayai sekolahnya sendiri dengan cara membajak sawah #kickandy @Metro_TV @MetroTVToday
1722;positive;kangen lagi nonton #kickandy sama ayah, ayah langsung bilang, seharusnya kamu bersyukur
1723;positive;#kickandy @KickAndyShow siang ini jg jadi ajang reuni sahabat kosti DKI dan kosti Jateng
1724;positive;Bapak ku lucu ya #kickandy
1725;positive;besok pagi harus UTS, jd pulang duluan cuma poto bareng gambarnya #kickandy @KickAndyShow
1726;positive;Bahagianya Masuk Tv bersama Kawan #kickandy @ Kick Andy… https://www.instagram.com/p/BTGua2KhkXQ/
1727;positive;Keren dan kocak nih tamu #kickAndy mereka-mereka yg memang lomba design yg berasal dari Malang
1728;positive;lucu ni bapak, bikin ketawa terus, persis kayak di tv #kickandy http://ift.tt/2o1rW9W
1729;positive;Terima Kasih #kickandy sudah menginspirasi saya membuka mata banyak orang karena kesetiaan yang teruji itulah Cinta yang sesungguhnya
1730;positive;Cinta itu agung. Tuhan itu luar biasa. #KickAndy
1731;positive;riasan terbaik seorang wanita adalah semangat dan rasa percaya dirinya.. #kickandy
1732;positive;Nonton #kickandy. Menginspirasi sekali
1733;positive;#kickandy kita mendukung Ahok, karena orang baik @KickAndyShow @Metro_TV
1734;positive;Mantap pak ahok #kickandy
1735;positive;Manusia bersih pasti berani #KickAndy #TamuAhok
1736;positive;Suka dengan nasehat Pak Analta Amir yg meminta Ahok menyaring ucapan #kickand
1737;positive;Nonton #kickandy Menarik, membuka pikiran, menginspirasi. Sukses selalu
1738;positive;inilah jagoan saya!! hahahaha #kickandy
1739;positive;Salut lah sama orang2 kek gitu #kickandy
1740;positive;@KickAndyShow semoga tambah ok dan panjang umur. semoga acara nanti malam lancar #kickandy
1741;positive;Ajang orang-orang saling menginspirasi. #kickandy #kickandyheroes2017
1742;positive;Suara Penta Boys ini memang keren banget, pantas jadi juara 1 di Rumania #KickAndy
1743;positive;penta Boys ini masih eksis saja dan saya suka suara mereka. Keren #KickAndyp
1744;positive;Rupanya, terselip beberapa detik di Kick Andy. Keren dan luar biasa
1745;positive;Terimakasih #kickAndy
1746;positive;Tayangan yang sangat inspiratif yang banyak memberi motivasi kepada kita untuk lebih bisa mencintai orang-orang disabilitas #kickandy
1747;positive;perjuagan mereka istimewa, krn mampu menembus keterbatasan sbg rasa syukur pada Allah, sangat menginspirasi. #KickAndy
1748;positive;Syukurilah atas kehidupanmu saat ini #kickandy
1749;positive;Acara yang sangat menginspirasi sekali, salut #kickandy
1750;positive;suka dengan semua tamu yang diundang, pasti menginspirasi #kickandy
1751;negative;kalo udah di puncak jangan lupa sampahnya di bawa turun lagi karena alam bukan tempat nyampah stop nyampah di gunung #kickandy
1752;negative;RT @KickAndyShow: 61 WNA terancam dideportasi dan lia @gracialia terancam dipidanakan
1753;negative;Lebih baik menyalakan lilin daripada mengumpat kepada kegelapan #pejuangtangguh #kickandy
1754;negative;aku ga mau bohongi diri sendiri. Gimbal Alas, Malang. #kickandy
1755;negative;sampan tidak akan dapat belayar di padang pasir betapa pun jua emp http://ilha8253.m.nomor1.net/ilha8253/1001-burung-kertas.htm … #kickandy
1756;negative;Bila kita mencari uang, kita akan dipaksa mengupayakan jangan malas http://ln.is/m.nomor1.com/KfMAp … #kickandy
1757;negative;Dalam hidup, terkadang kita lebih banyak mendapatkan apa yang tidak kita inginkan #NOMOR1.net #kickandy
1758;negative;Cobaan suami saat istri sakit, cobaan istri saat suami gak punya duit, miris #kickandy
1759;negative;"Terharu mendengar puisi ""Perempuan yang tak berhenti terjaga"" dari anak-anak Ibu Shinta Nuriyah, miris #kickandy"
1760;negative;anak itu milik berdua, bukan milik salah satu, bantulah istri mengasuh anak, seperti itu #Gusdur #kickandy
1761;negative;ujian suami adalah saat istri sakit, dan ujian istri adalah saat suami tidak punya apa-apa #kickandy
1762;negative;#kickandy Bung Andy cuma mampir dgn gaya remaja sbg idola remaja dan tidak sempat beli
1763;negative;Kelemahan Anda hanyalah sementara, karena Anda sedang memperkuatnya, tetapi bila Anda jadi #tekcmi144 #kickandy
1764;negative;Kekuatan terbesar yang mampu mengalahkan stress adalah kemampuan memilih pikiran yang tepat. kita akan #hermafik95 #kickandy
1765;negative;Itu yg saya kesel. Coba kalo sodara km ngantri ke kanker. Coba km rasain. Kok bs gitu fitnah org. #KickAndy #SuaraHatiAhok
1766;negative;Klo pulang ke rumah, mati. Ga ada yg urus. Miskin kok. Kita mw taruh dia di apartemen #KickAndy #SuaraHatiAhok
1767;negative;Kalo dia berantem tdk ada telor busuk diketeknya #kickandy #pilkadadki
1768;negative;Pak @basuki_btp mukanya sedih banget pas kakak2 angkatnya ngomong. #kickAndy
1769;negative;Andy terlihat kaku dan jaga sikap saat mengundang Ahok menjadi tamu. Mungkin agar terlihat lebih formal #kickandy
1770;negative;Makin stress makin ngantuk #ahok #kickandy
1771;negative;Jangan melihat orang dari cover nya aja, tapi lihat lah dia dari sisi lain nya. Fisik bisa saja sm namun isinya berbeda. #KickAndy
1772;negative;kayak gajah yg dibilang psikolog di @Metro_TV #KickAndyMetroTv
1773;negative;Jangan di bakarin dong pak andy @KickAndyShow #kickandymetrot
1774;negative;bikin sakit perut nonton kisah sarjana tertua di indonesia.. #KickAndyMetroTv
1775;negative;Pekerjaan yg tdk sesuai dengan kualifikasi pendidikannya #KickAndyMetroTV
1776;negative;Tp ttp tdk msk surga, jd ibadahnya sia2 hahaah RT @melanjhe: sp bilang orang bertato tdk boleh beribadah?!? #kickandymetrotv
1777;negative;orang bertato tdk boleh beribadah?!? #kickandymetrotv
1778;negative;Apakah kamu bodoh? Tidak!.. Kamu di bodohi oleh suatu sistem Mike-marjinal @kickandymetrotv
1779;negative;Gimana soal UN g bs bocor, pertanyaan Malaikat di alam kubur aja udah bocor. #KickAndyMetroTV
1780;negative;Masa ada anak lulus dg nilai palingg tinggi dan lulus SNMPTN Undangan bidik misi pdhl dia susah sekali... @SBYudhoyono #kickandymetrotv
1781;negative;Orang Belanda aja peduli sama orang2 indonesia yg berada d daerah terisolir, gimana dg pemerintah indonesia? Zhonk kickandyMetroTV
1782;negative;Merinding deh nonton #KickAndyMetroTV
1783;negative;Indonesia2. Bahkan kita dididik untuk menjadi rusak.. #kickandymetrotv
1784;negative;Parahnya kualitas pendidikan di Indonesia  #kickandymetrotv
1785;negative;demi apapun ya kick andy sekarang botak?  #kickandymetrotv
1786;negative;jadi merasa malu krn kalah dari org yg tdk sempurna tapi mempunyai yg lebih dari org sempurna #kickandymetrotv
1787;negative;Hukum di Indonesia masih jauh dari kata ADIL #KickAndyMetroTV
1788;negative;aku kira makin tua makin keladi, malah jd macan ompong. Melempem. kecewa liat amin rais di @kickandymetrotv
1789;negative;#kickAndyMetroTV MEDIA harus mengisi lebih banyak ttg kisah sukses di TV, bukan gosip, berita rusuh & acara2 GG JELAS, tai kucing!! #CATET
1790;negative;#kickAndyMetroTV jika ingin dihargai orang, hargailah orang lain juga
1791;negative;Dibawah sana banyak yg lebih sulit jangan banyak mengeluh #kickandymetrotv
1792;negative;Hidup adalah  perjuangan yang melelahkan, capek #kickandy
1793;negative;Orang-orang yang berhenti belajar akan menjadi bodoh  #kickandy http://untub6158.m.humandesignindonesia.com/untub6158/rahasia-dalam-memikat-
1794;negative;Ambillah waktu untuk berfikir, jangan jadi perusak #kickandy http://koepb3112.m.networknumberone.com/koepb3112/tak-ada-yang-berubah-meski-sa
1795;negative;miris ketika melihat banyak perusak di indonesia #kickandy
1796;negative;sistem Mike-marjinal banyak membodohi orang #kickandy
1797;negative;stress melihat semua kekacauan yang ada #kickandy
1798;negative;kesel banget, coba kalian ada di posisi pak ahok #kickandy
1799;negative;coba pulang kerumah, mati. Ga ada yg urus. Miskin kok. Kita akan taruh dia di apartemen #KickAndy #SuaraHatiAhok
1800;negative;tidak ada orang bodoh, yang ada hanya orang malas
1801;positive;Setuju. Al misbah, mata najwa dan kick andy program favorit
1802;positive;Metro_TV Mata Najwa: Pancasila Punya Kita http://metrotvn.ws/zNAj3qeb
1803;positive;Selera gue ini gatau akhir2 ini suka banget nonton metro tv kalo ga kick andy mata najwa, selera menua
1804;positive;Mantap Mata Najwa. Pasti seru nih
1805;positive;Sahabat2.. yuk nonton Mata Najwa di Metro TV bersama Ketua Umum DPP PKB
1806;positive;Suarakan terus kebenaran Mata Najwa
1807;positive;Selamat @NajwaShihab dan keluarga besar @Metro_TV Prestasi yg luar biasa, Dialog keren, rugi klo terlewatkan nonton mata najwa
1808;positive;@TV_MATANAJWA Semoga acara Mata Najwa Metro TV jadi acara favorit dan semakin jaya berkualitas di masa mendatang
1809;positive;Pasti menang cuma mata najwa yang paling ok RT @Metro_TV: Dukung Mata Najwa menjadi Program TV terbaik http://tl.gd/nnoc2f
1810;positive;Mata Najwa MetroTV, Inspiratif
1811;positive;KENAPA HARI INI TERASA TENTRAM DAN BAHAGIA NONTON MATA NAJWA @Metro_TV
1812;positive;Mata Najwa paling keren acaranya matanya setajam silet
1813;positive;Mata Najwa malam ini kayaknya bakal seru banget
1814;positive;Mata Najwa memang paling keren Mantap
1815;positive;Keren! Tampil di Kandang Lawan, Pak Anies Baswedan Tampak Gemilang di Mata Najwa Metro TV
1816;positive;memang cukup romantis dan memuaskan pemirsa krn adanya mata najwa semakin sukses
1817;positive;Menarik sekali mengikuti diskusi Ahok - Anis di Mata Najwa http://fb.me/5KYy9nAdC
1818;positive;ahok merasa pinter dan merasa hebat di debat acara mata najwa metro tv.
1819;positive;Mata Najwa dan Metro Tv berpihak pada paslon 3 Untung Ahok cerdas. Semangat pak! Allah bersamamu
1820;positive;Sudah terbukti di mata Najwa, kalau Ahok lebih hebat dari Anis Insaallah Ahok Jarot menang..
1821;positive;sip, keren. debat ala mata najwa lebih keren daripada ala kpud yg sdh diatur utk lbh jaim
1822;positive;semoga bapak jokowi melihat acara mata najwa supaya masalah masalah yg dipelosok dapat diatasi
1823;positive;keren deh. Mata Najwa juga.
1824;positive;metro tv keren inspiratif dgn mata najwa nya kick andy
1825;positive;metro tv emang tv paling keren ya edukatif dan menginspirasi seperti mata najwa dan kick andy
1826;positive;Pemimpin itu harus Cerdas santun Tegas jujur bersih saya pilih AniesSandiPemersatu #MataNajwaMetroTv
1827;positive;Liat pemimpin2 yg islami, cerdas, teladan #matanajwametrotv
1828;positive;rame banget malam ini #MataNajwaMetroTV selalu menunggu topik lain yang seru dan nambah wawasan.
1829;positive;Kado indah malam ini. @najwashihab  matanajwametrotv https://instagram.com/p/3OoWqCwgYj/
1830;positive;Tjokro dan rumahnya menjadi teladan, tentang senioritas yang menghidupkan dan bukan mengkerdilkan. #MataNajwaMetroTv
1831;positive;Semangat bp bambang woidjojayanto,, @matanajwaMetroTv,, #saveKPK
1832;positive;belajar dari gusdur matanajwametrotv
1833;positive;mata najwa, ibu susi bpk dahlan dan bpk faisal basri inspiratif #matanajwametrotv
1834;positive;metro tv keren malam ini yang lg malam mingguan rugi klo ga nonton mata najwa @matanajwametrotv
1835;positive;Kemerdekaan adalah hak segala bangsa #TanyaJokowi #MataNajwaMetroTV
1836;positive;Seru nih mata najwa malam ini #MATANAJWAMETROTV
1837;positive;Salut buat Ahok. #matanajwametrotv #hutjekardah
1838;positive;Super Salut dengan Pak Ahok #matanajwametrotv
1839;positive;Matanajwametrotv berwibawa tak byk kata_berkuasa tetap sederhana, kagum
1840;positive;Salut dan bangga sm pak BJ. Habibie utk yg kesekian kalinya #MataNajwaMetroTV
1841;positive;obrolan santai menarik abraham slamet, jk, jokowi, anis baswedan, ganjar #matanajwametrotv
1842;positive;Anis baswedan , jokowi , ganjar pranowo , JK , abraham samad inspirasi indonesia  Keren !!! #matanajwametrotv
1843;positive;para pemimpin yg luar biasa #MataNajwaMetroTv
1844;positive;Kerendahan, kesederhanaan pak jokowi ini patut di tiru #matanajwametrotv
1845;positive;Seru nih Dahlan Iskan dan ketua DPR #matanajwametroTV
1846;positive;Desa Bebas Rokok yg sangat menginspirasi dan ternyata ada. Luar biasa #MataNajwaMetroTV
1847;positive;Selalu dan masih terinspirasi dengan cinta BJH dan HAB #matanajwaMetroTV http://myloc.me/8DDtO
1848;positive;Selalu memberikan banyak inspirasi #matanajwaMetroTV
1849;positive;Narasumber yang luar biasa #matanajwaMetroTV
1850;positive;Cie yg lg ada job di @MataNajwa
1851;negative;setelah nonton mata najwa soal radikalisme di @Metro_TV langsung keluar berita tersebut. Seram
1852;negative;Mata Najwa acara sampah, yg cuman memperkeruh suasana. Gue sbg pelajar mending pilih ILC. @MataNajwa @NajwaShihab @Metro_TV
1853;negative;kata aneh lagi diacara mata najwa metrotv mengajarkan Islam kepada umat Islam dikatakan Islamisi lebih edan lagi tokoh Islam manggut2
1854;negative;ILC mendinginkan Mata Najwa memprovokasi Metro tv emang tv sampah ga bosan2 memojokan islam ! Metro tv perusak pancasila
1855;negative;Laporkan metro tv ke kpi, metro itu stres mata najwa selalu kalah oleh ILC
1856;negative;KECEWA MATA NAJWA MALAM INI TIDAK BERMUTU!! NARASI NAJWA BUKTI DIA GA NGERTI MASALAH KARENA KEBERPIHAKAN JADILAH KEBODOHAN
1857;negative;@Metro_TV untuk acara Mata najwa, host nya @NajwaShihab JANGAN SUKA MENYELA PEMBICARAAN ORANG KALAU BELUM SELESAI. GAK SOPAN
1858;negative;Jadi emosi & sakit hati nonton mata najwa @metro tv. Ganti chanel masakan aja
1859;negative;MASA DARI ISIS MIMIN ITU BOM KP. MELAYU, MAAF KATANYA ISIS ORGANISASI APA IKUT ORGANISASI MBAK MATA NAJWA? BETULKAH ITU MIMIN?
1860;negative;fotonya kok @Pak_JK , yg integritasnya tdk jelas. Merusak reputasi Mata Najwa aja
1861;negative;gara2 di bantai teman sendiri sesama anggota DPR di mata najwa lu langsung benci metro TV
1862;negative;@Metro_TV Muak melihat kesombongan FZ di acara live Mata Najwa
1863;negative;males lihat @Metro_TV biarpun yg datang org nomor satu dunia, ogah. @Metro_TV dan pembawa acara mata najwa sdh dicontreng hitam
1864;negative;keseringan masuk @Metro_TV dan bergaul sama mata najwa, engga diapa-apain ngadu2
1865;negative;Kan udah bilang di mata najwa metro tv, tanya aja sendiri ke bapak anis, kok fitnah
1866;negative;Kenapa MUI tidak mengeluarkan Fatwa Haram Korupsi? Rasanya harus undang jg para petinggi MUI di mata najwa
1867;negative;Bravo Mata Najwa.. Debat Pilgub DKI kali ini garing,kalah sama MataNajwa yg mampu menggali lbh dalam #MataNajwa @Metro_TV
1868;negative;#BatalDebatKarena Kasihan... pas debat Mata Najwa di metrotv aja Pak Basuki sudah hampir nangis, ga kebayang kemarin debat lagi
1869;negative;Setelah acara di mata najwa kasihan Pak Anies jd bulan2an di medsos untuk dihujat #AhokDjarotDiRosi
1870;negative;Nyetel metro tv mata najwa debat kemaren Bikin kesel masalah rumah, coba cek skrg msh ada ga itu rumah di webnya
